Map,MeaPower,UncerMeaPower,CondTempInF,EvapTempInF,EstPower,UncerOverall,UncerInput,UncerOutput,UncerTrain,UncerDev,UncerCov,PowerDiff,Skewness,MinNormDistance,MinFDistance
All,1.67227e+03,1.01377e+01,7.99770e+01,-2.00082e+01,1.67347e+03,2.40035e+01,9.82774e+00,1.08048e+01,1.37247e+01,1.08230e+01,7.57204e+00,1.20045e+00,2.97230e+00,3.45928e-04,2.43932e-02
All,1.75620e+03,1.05065e+01,7.99900e+01,-1.49650e+01,1.76066e+03,2.19287e+01,9.33063e+00,1.13677e+01,1.05432e+01,1.08230e+01,6.02367e+00,4.45963e+00,3.08191e+00,6.61999e-02,4.96499e+00
All,1.84502e+03,1.19945e+01,7.99431e+01,-1.00131e+01,1.83938e+03,2.27110e+01,1.15108e+01,1.18759e+01,9.84416e+00,1.08230e+01,5.31134e+00,-5.64335e+00,2.61689e+00,8.31708e-04,5.84101e-02
All,1.91735e+03,1.20870e+01,8.00416e+01,-5.01246e+00,1.91673e+03,2.42401e+01,1.38622e+01,1.23754e+01,1.00196e+01,1.08230e+01,4.97412e+00,-6.16074e-01,2.48682e+00,6.65032e-02,4.98771e+00
All,1.98794e+03,1.30527e+01,8.00000e+01,1.13221e-02,1.98757e+03,2.62135e+01,1.64931e+01,1.28327e+01,1.04851e+01,1.08230e+01,4.83420e+00,-3.76608e-01,2.60766e+00,1.50962e-04,1.13221e-02
All,2.05167e+03,1.32039e+01,8.00322e+01,5.01773e+00,2.05721e+03,2.82315e+01,1.90385e+01,1.32824e+01,1.09028e+01,1.08230e+01,4.70363e+00,5.53385e+00,2.85620e+00,6.64318e-02,4.98237e+00
All,2.11905e+03,1.40284e+01,7.99816e+01,9.95516e+00,2.12127e+03,3.04524e+01,2.16555e+01,1.36960e+01,1.15019e+01,1.08230e+01,4.62344e+00,2.21855e+00,2.99305e+00,6.53290e-04,4.84811e-02
All,2.18532e+03,1.39295e+01,7.99949e+01,1.49876e+01,2.18795e+03,3.27934e+01,2.42344e+01,1.41265e+01,1.22651e+01,1.08230e+01,4.57932e+00,2.62647e+00,3.12537e+00,6.65016e-02,4.98762e+00
All,2.24911e+03,1.40956e+01,7.99665e+01,2.00157e+01,2.25292e+03,3.53526e+01,2.69200e+01,1.45460e+01,1.32295e+01,1.08230e+01,4.62401e+00,3.81382e+00,3.39268e+00,5.22152e-04,3.69832e-02
All,2.32026e+03,1.46873e+01,7.99719e+01,2.49769e+01,2.31969e+03,3.78323e+01,2.94494e+01,1.49771e+01,1.41567e+01,1.08230e+01,4.70689e+00,-5.64588e-01,3.62164e+00,6.63599e-02,4.97698e+00
All,2.39718e+03,1.61560e+01,8.00446e+01,2.99710e+01,2.39295e+03,4.02465e+01,3.19356e+01,1.54501e+01,1.48787e+01,1.08230e+01,4.76197e+00,-4.22415e+00,3.89717e+00,7.45138e-04,5.31874e-02
All,2.46689e+03,1.62981e+01,7.99881e+01,3.50599e+01,2.46377e+03,4.27642e+01,3.45269e+01,1.59073e+01,1.56015e+01,1.08230e+01,4.80472e+00,-3.11688e+00,4.10055e+00,6.58687e-02,4.94015e+00
All,2.53678e+03,1.70896e+01,7.99833e+01,3.99983e+01,2.53952e+03,4.53480e+01,3.71072e+01,1.63964e+01,1.64447e+01,1.08230e+01,4.80422e+00,2.74343e+00,4.31588e+00,2.39373e-04,1.67678e-02
All,2.62476e+03,1.67959e+01,7.99799e+01,4.50057e+01,2.62172e+03,4.82714e+01,3.95650e+01,1.69272e+01,1.83393e+01,1.08230e+01,4.97396e+00,-3.03644e+00,5.01589e+00,2.97459e-04,2.09222e-02
All,2.71709e+03,1.76002e+01,8.00156e+01,5.00251e+01,2.71340e+03,5.22213e+01,4.20280e+01,1.75191e+01,2.24475e+01,1.08230e+01,5.72365e+00,-3.69137e+00,6.13555e+00,6.63320e-02,4.97490e+00
All,2.80809e+03,1.85883e+01,8.00655e+01,5.50168e+01,2.81339e+03,5.79877e+01,4.44430e+01,1.81647e+01,2.97321e+01,1.08230e+01,7.50348e+00,5.30081e+00,6.76551e+00,9.61604e-04,6.75820e-02
All,1.68604e+03,1.06870e+01,8.99783e+01,-1.99893e+01,1.68392e+03,2.23294e+01,1.04174e+01,1.08722e+01,1.08945e+01,1.08230e+01,6.00366e+00,-2.11980e+00,2.88804e+00,6.65253e-02,4.98939e+00
All,1.81774e+03,1.22353e+01,9.00364e+01,-1.50264e+01,1.81922e+03,2.06067e+01,9.78905e+00,1.17458e+01,7.44580e+00,1.08230e+01,4.27408e+00,1.48095e+00,2.46903e+00,6.28345e-04,4.49948e-02
All,1.95091e+03,1.24410e+01,8.99701e+01,-9.99107e+00,1.94959e+03,2.08912e+01,9.93976e+00,1.25875e+01,7.01757e+00,1.08230e+01,3.57959e+00,-1.32235e+00,1.32986e+00,6.65490e-02,4.99116e+00
All,2.07282e+03,1.37512e+01,9.00212e+01,-5.01331e+00,2.07321e+03,2.19888e+01,1.08840e+01,1.33857e+01,7.53594e+00,1.08230e+01,3.45568e+00,3.86273e-01,1.05351e+00,3.51370e-04,2.50559e-02
All,2.19260e+03,1.42041e+01,8.99819e+01,1.23429e-02,2.19246e+03,2.33194e+01,1.24024e+01,1.41556e+01,7.78649e+00,1.08230e+01,3.43914e+00,-1.45425e-01,1.07730e+00,6.65026e-02,4.98769e+00
All,2.30590e+03,1.47263e+01,9.00286e+01,4.96016e+00,2.30744e+03,2.47082e+01,1.41818e+01,1.48980e+01,7.68722e+00,1.08230e+01,3.34517e+00,1.53618e+00,1.19296e+00,6.70175e-04,4.90445e-02
All,2.40767e+03,1.60128e+01,8.99260e+01,1.00038e+01,2.41893e+03,2.63425e+01,1.62966e+01,1.56178e+01,7.55841e+00,1.08230e+01,3.18843e+00,1.12628e+01,1.31676e+00,6.66247e-02,4.99677e+00
All,2.53095e+03,1.53777e+01,9.00606e+01,1.50060e+01,2.53343e+03,2.81636e+01,1.84251e+01,1.63571e+01,7.72762e+00,1.08230e+01,3.04878e+00,2.47736e+00,1.58447e+00,8.68928e-04,6.08627e-02
All,2.65365e+03,1.74053e+01,9.00154e+01,1.99541e+01,2.64163e+03,3.02560e+01,2.07133e+01,1.70557e+01,8.32083e+00,1.08230e+01,3.01905e+00,-1.20268e+01,1.86078e+00,6.60556e-02,4.95417e+00
All,2.74899e+03,1.78688e+01,8.99501e+01,2.49807e+01,2.75089e+03,3.25124e+01,2.30574e+01,1.77611e+01,9.12202e+00,1.08230e+01,3.09933e+00,1.90186e+00,1.95158e+00,7.57709e-04,5.34894e-02
All,2.85321e+03,2.02852e+01,9.00259e+01,2.99658e+01,2.86578e+03,3.47284e+01,2.53235e+01,1.85029e+01,9.74847e+00,1.08230e+01,3.20243e+00,1.25739e+01,1.97397e+00,6.62115e-02,4.96585e+00
All,2.98252e+03,1.83497e+01,9.00033e+01,3.49570e+01,2.97961e+03,3.69336e+01,2.76731e+01,1.92378e+01,1.00285e+01,1.08230e+01,3.23908e+00,-2.91895e+00,2.08133e+00,5.74845e-04,4.30947e-02
All,3.09962e+03,2.03334e+01,8.99993e+01,4.00457e+01,3.10001e+03,3.91517e+01,3.00589e+01,2.00153e+01,1.00796e+01,1.08230e+01,3.15844e+00,3.93505e-01,2.14572e+00,6.60573e-02,4.95429e+00
All,3.22314e+03,2.08543e+01,9.00181e+01,4.49825e+01,3.22250e+03,4.16037e+01,3.24772e+01,2.08061e+01,1.07880e+01,1.08230e+01,3.11195e+00,-6.44640e-01,2.36758e+00,3.48492e-04,2.51899e-02
All,3.35774e+03,2.18467e+01,8.99863e+01,5.00246e+01,3.35057e+03,4.47915e+01,3.48623e+01,2.16330e+01,1.38851e+01,1.08230e+01,3.60355e+00,-7.16752e+00,3.87594e+00,3.81620e-04,2.81303e-02
All,3.48450e+03,2.20160e+01,9.00200e+01,5.50202e+01,3.48775e+03,4.95697e+01,3.72646e+01,2.25187e+01,2.04277e+01,1.08230e+01,5.19556e+00,3.24494e+00,4.75593e+00,3.92302e-04,2.84033e-02
All,1.59805e+03,1.12338e+01,9.99568e+01,-2.00144e+01,1.59305e+03,2.57814e+01,1.54916e+01,1.02855e+01,1.27061e+01,1.08230e+01,6.34948e+00,-5.00090e+00,2.68651e+00,6.46926e-04,4.55789e-02
All,1.78250e+03,1.12533e+01,9.99897e+01,-1.49669e+01,1.77656e+03,2.33446e+01,1.43467e+01,1.14704e+01,8.46842e+00,1.08230e+01,4.32659e+00,-5.93430e+00,2.46355e+00,6.62250e-02,4.96687e+00
All,1.94926e+03,1.20223e+01,1.00041e+02,-9.95062e+00,1.95150e+03,2.28011e+01,1.32333e+01,1.25999e+01,7.53028e+00,1.08230e+01,3.48858e+00,2.24283e+00,1.22849e+00,8.76598e-04,6.38713e-02
All,2.11399e+03,1.33635e+01,1.00023e+02,-4.99842e+00,2.11817e+03,2.32333e+01,1.27628e+01,1.36760e+01,7.84015e+00,1.08230e+01,3.35506e+00,4.17800e+00,1.02797e+00,6.66464e-02,4.99847e+00
All,2.28134e+03,1.45498e+01,1.00032e+02,-2.66174e-02,2.28002e+03,2.40082e+01,1.29560e+01,1.47210e+01,7.95922e+00,1.08230e+01,3.36758e+00,-1.31236e+00,1.05273e+00,5.76068e-04,4.14416e-02
All,2.43601e+03,1.45466e+01,9.99966e+01,4.96760e+00,2.43786e+03,2.49029e+01,1.36543e+01,1.57400e+01,7.62031e+00,1.08230e+01,3.27990e+00,1.84489e+00,1.02060e+00,6.62347e-02,4.96761e+00
All,2.58838e+03,1.64213e+01,1.00061e+02,1.00259e+01,2.59516e+03,2.60024e+01,1.47886e+01,1.67557e+01,7.07680e+00,1.08230e+01,3.07437e+00,6.77859e+00,1.03466e+00,9.36389e-04,6.62032e-02
All,2.74217e+03,1.71363e+01,9.99976e+01,1.49989e+01,2.74585e+03,2.73606e+01,1.62050e+01,1.77286e+01,6.81284e+00,1.08230e+01,2.85390e+00,3.67623e+00,9.44181e-01,3.79637e-05,2.68752e-03
All,2.89249e+03,1.94292e+01,9.99665e+01,1.99079e+01,2.89342e+03,2.90284e+01,1.78451e+01,1.86814e+01,7.11402e+00,1.08230e+01,2.73145e+00,9.31006e-01,1.20518e+00,1.31724e-03,9.79499e-02
All,3.04971e+03,1.98474e+01,9.99733e+01,2.49628e+01,3.04571e+03,3.10100e+01,1.96937e+01,1.96647e+01,7.89359e+00,1.08230e+01,2.76293e+00,-3.99671e+00,1.58054e+00,6.25583e-04,4.57851e-02
All,3.19433e+03,1.99922e+01,9.99831e+01,2.99807e+01,3.19773e+03,3.31111e+01,2.16327e+01,2.06461e+01,8.74896e+00,1.08230e+01,2.90218e+00,3.39723e+00,1.61709e+00,3.52754e-04,2.56494e-02
All,3.36477e+03,2.17882e+01,1.00074e+02,3.49957e+01,3.35397e+03,3.52404e+01,2.36468e+01,2.16550e+01,9.35032e+00,1.08230e+01,3.03499e+00,-1.07952e+01,1.41651e+00,1.05448e-03,7.38303e-02
All,3.51272e+03,2.24717e+01,1.00002e+02,3.99780e+01,3.50700e+03,3.73691e+01,2.57482e+01,2.26429e+01,9.69815e+00,1.08230e+01,3.09609e+00,-5.72000e+00,1.28363e+00,2.93842e-04,2.20276e-02
All,3.66581e+03,2.41879e+01,1.00012e+02,4.49850e+01,3.66723e+03,3.97041e+01,2.79418e+01,2.36775e+01,1.03888e+01,1.08230e+01,3.15976e+00,1.41306e+00,1.56920e+00,2.66289e-04,1.93989e-02
All,3.83037e+03,2.55072e+01,1.00017e+02,4.99681e+01,3.83133e+03,4.25555e+01,3.00833e+01,2.47370e+01,1.28082e+01,1.08230e+01,3.58486e+00,9.64472e-01,2.38260e+00,6.62412e-02,4.96809e+00
All,4.00227e+03,2.55753e+01,9.99231e+01,5.50267e+01,3.99950e+03,4.68149e+01,3.23326e+01,2.58228e+01,1.83870e+01,1.08230e+01,4.91935e+00,-2.77348e+00,2.87142e+00,1.15411e-03,8.13526e-02
All,1.66064e+03,1.02044e+01,1.09997e+02,-1.49548e+01,1.66630e+03,2.37254e+01,1.38809e+01,1.07585e+01,1.05545e+01,1.08230e+01,5.09233e+00,5.65811e+00,2.57191e+00,6.03235e-04,4.52320e-02
All,1.88376e+03,1.18251e+01,1.09981e+02,-9.96859e+00,1.88145e+03,2.50685e+01,1.69881e+01,1.21476e+01,7.82490e+00,1.08230e+01,3.72877e+00,-2.31214e+00,2.05481e+00,6.62485e-02,4.96863e+00
All,2.08845e+03,1.36190e+01,1.10004e+02,-5.00664e+00,2.08798e+03,2.50551e+01,1.62478e+01,1.34810e+01,7.35983e+00,1.08230e+01,3.27499e+00,-4.70104e-01,1.33429e+00,1.07014e-04,7.86158e-03
All,2.28710e+03,1.45871e+01,1.10012e+02,2.57681e-02,2.29133e+03,2.55557e+01,1.58619e+01,1.47940e+01,7.43363e+00,1.08230e+01,3.19972e+00,4.23060e+00,1.33713e+00,6.63233e-02,4.97425e+00
All,2.48999e+03,1.58780e+01,1.09984e+02,4.95637e+00,2.48539e+03,2.62500e+01,1.58780e+01,1.60470e+01,7.24770e+00,1.08230e+01,3.12706e+00,-4.59528e+00,1.36193e+00,6.25781e-04,4.65208e-02
All,2.67905e+03,1.81566e+01,1.09992e+02,1.00187e+01,2.68038e+03,2.71237e+01,1.62535e+01,1.73059e+01,6.79821e+00,1.08230e+01,2.94478e+00,1.32214e+00,1.25206e+00,2.73376e-04,2.02847e-02
All,2.87208e+03,1.77622e+01,1.10040e+02,1.50455e+01,2.87119e+03,2.82752e+01,1.70205e+01,1.85378e+01,6.45502e+00,1.08230e+01,2.70791e+00,-8.92267e-01,9.65717e-01,8.38521e-04,6.09300e-02
All,3.06423e+03,1.94811e+01,1.09950e+02,2.00191e+01,3.05645e+03,2.97015e+01,1.80579e+01,1.97340e+01,6.56725e+00,1.08230e+01,2.52922e+00,-7.78261e+00,5.62274e-01,6.69247e-02,5.01932e+00
All,3.24062e+03,2.16641e+01,1.09998e+02,2.49844e+01,3.24190e+03,3.14391e+01,1.93749e+01,2.09314e+01,7.18043e+00,1.08230e+01,2.49253e+00,1.28526e+00,7.45041e-01,6.68744e-02,5.01558e+00
All,3.43456e+03,2.11324e+01,1.09954e+02,2.99815e+01,3.42702e+03,3.32765e+01,2.07314e+01,2.21266e+01,8.00589e+00,1.08230e+01,2.59241e+00,-7.54255e+00,1.18137e+00,6.96945e-04,4.92371e-02
All,3.60999e+03,2.30194e+01,1.10022e+02,3.49715e+01,3.61503e+03,3.53095e+01,2.23845e+01,2.33404e+01,8.73424e+00,1.08230e+01,2.73807e+00,5.03695e+00,1.32466e+00,4.94047e-04,3.60619e-02
All,3.79346e+03,2.48112e+01,1.10028e+02,4.00246e+01,3.80627e+03,3.74057e+01,2.41378e+01,2.45752e+01,9.34184e+00,1.08230e+01,2.86349e+00,1.28193e+01,1.20755e+00,6.63399e-02,4.97548e+00
All,3.99044e+03,2.44363e+01,1.10022e+02,4.50022e+01,3.99738e+03,3.96317e+01,2.59201e+01,2.58091e+01,1.03152e+01,1.08230e+01,3.02863e+00,6.94235e+00,1.34297e+00,3.11783e-04,2.18396e-02
All,4.19344e+03,2.58597e+01,1.09979e+02,5.00185e+01,4.19285e+03,4.25086e+01,2.79265e+01,2.70711e+01,1.28288e+01,1.08230e+01,3.53980e+00,-5.92593e-01,2.07803e+00,3.92672e-04,2.82768e-02
All,4.39462e+03,2.70247e+01,1.09955e+02,5.49712e+01,4.39127e+03,4.64157e+01,2.97895e+01,2.83522e+01,1.79682e+01,1.08230e+01,4.81315e+00,-3.35133e+00,2.51376e+00,6.62852e-02,4.97136e+00
All,1.77607e+03,1.18629e+01,1.19897e+02,-1.00118e+01,1.77786e+03,2.80247e+01,1.99818e+01,1.14788e+01,1.07240e+01,1.08230e+01,4.71277e+00,1.78967e+00,2.72424e+00,1.47997e-03,1.03684e-01
All,2.01563e+03,1.26683e+01,1.19977e+02,-5.01298e+00,2.02130e+03,2.72082e+01,1.92385e+01,1.30505e+01,8.35181e+00,1.08230e+01,3.60023e+00,5.66928e+00,2.27863e+00,6.64944e-02,4.98707e+00
All,2.26278e+03,1.47795e+01,1.20023e+02,-3.11332e-02,2.25756e+03,2.74322e+01,1.87731e+01,1.45760e+01,7.76755e+00,1.08230e+01,3.18810e+00,-5.21419e+00,1.58683e+00,5.31195e-04,3.88272e-02
All,2.48900e+03,1.56502e+01,1.19974e+02,4.99731e+00,2.49033e+03,2.81355e+01,1.85999e+01,1.60788e+01,7.78263e+00,1.08230e+01,3.06852e+00,1.32880e+00,1.58041e+00,6.66318e-02,4.99738e+00
All,2.71879e+03,1.83473e+01,1.20016e+02,1.00131e+01,2.71740e+03,2.90919e+01,1.87339e+01,1.75449e+01,7.84291e+00,1.08230e+01,2.98416e+00,-1.38944e+00,1.47459e+00,2.91021e-04,2.09061e-02
All,2.93355e+03,1.89428e+01,1.19989e+02,1.50083e+01,2.93945e+03,3.02284e+01,1.91284e+01,1.89786e+01,7.89285e+00,1.08230e+01,2.87126e+00,5.90032e+00,1.30022e+00,1.93720e-04,1.38840e-02
All,3.15082e+03,2.01040e+01,1.19959e+02,2.00029e+01,3.15837e+03,3.16010e+01,1.98241e+01,2.03921e+01,8.06146e+00,1.08230e+01,2.76850e+00,7.55418e+00,1.31004e+00,6.67081e-02,5.00308e+00
All,3.37794e+03,2.11457e+01,1.20013e+02,2.50200e+01,3.37719e+03,3.31970e+01,2.07667e+01,2.18048e+01,8.41100e+00,1.08230e+01,2.73031e+00,-7.56570e-01,1.31748e+00,1.33067e-01,9.98005e+00
All,3.58764e+03,2.32055e+01,1.19994e+02,3.00028e+01,3.59291e+03,3.48848e+01,2.18291e+01,2.31977e+01,8.80807e+00,1.08230e+01,2.75473e+00,5.26935e+00,1.24855e+00,6.66289e-02,4.99717e+00
All,3.80484e+03,2.50110e+01,1.19997e+02,3.50043e+01,3.80992e+03,3.67068e+01,2.30994e+01,2.45987e+01,9.14936e+00,1.08230e+01,2.80415e+00,5.07998e+00,1.14105e+00,6.97904e-05,5.12732e-03
All,4.02915e+03,2.40884e+01,1.19934e+02,4.00324e+01,4.02799e+03,3.86424e+01,2.45264e+01,2.60068e+01,9.49187e+00,1.08230e+01,2.84709e+00,-1.15438e+00,1.12604e+00,1.03426e-03,7.33243e-02
All,4.23291e+03,2.60298e+01,1.19910e+02,4.49976e+01,4.24611e+03,4.08013e+01,2.60684e+01,2.74150e+01,1.03746e+01,1.08230e+01,2.97165e+00,1.32028e+01,1.59052e+00,1.29131e-03,9.03956e-02
All,4.45708e+03,2.94108e+01,1.20042e+02,4.99645e+01,4.47137e+03,4.35583e+01,2.77298e+01,2.88694e+01,1.28740e+01,1.08230e+01,3.47275e+00,1.42932e+01,2.29898e+00,6.61964e-02,4.96470e+00
All,4.70233e+03,3.21191e+01,1.20020e+02,5.50232e+01,4.70149e+03,4.75277e+01,2.94918e+01,3.03552e+01,1.81040e+01,1.08230e+01,4.77297e+00,-8.41788e-01,2.56703e+00,4.17995e-04,3.04212e-02
All,1.96176e+03,1.21370e+01,1.30031e+02,-4.98411e+00,1.95723e+03,3.02644e+01,2.14717e+01,1.26369e+01,1.24027e+01,1.08230e+01,4.92391e+00,-4.53137e+00,3.14115e+00,4.85739e-04,3.44770e-02
All,2.23138e+03,1.41300e+01,1.30020e+02,2.80064e-02,2.22650e+03,2.95767e+01,2.10573e+01,1.43754e+01,9.66372e+00,1.08230e+01,3.76741e+00,-4.88484e+00,2.70483e+00,6.62939e-02,4.97203e+00
All,2.48438e+03,1.69785e+01,1.30025e+02,5.00768e+00,2.48720e+03,3.00520e+01,2.09952e+01,1.60586e+01,8.75836e+00,1.08230e+01,3.25560e+00,2.81940e+00,1.65758e+00,3.65321e-04,2.57208e-02
All,2.75020e+03,1.76923e+01,1.30011e+02,9.97647e+00,2.74160e+03,3.10923e+01,2.11919e+01,1.77011e+01,8.80627e+00,1.08230e+01,3.10037e+00,-8.60128e+00,1.45139e+00,6.63531e-02,4.97648e+00
All,2.99629e+03,1.90051e+01,1.29915e+02,1.50184e+01,2.99440e+03,3.24370e+01,2.16193e+01,1.93333e+01,9.18307e+00,1.08230e+01,3.08539e+00,-1.89377e+00,1.50099e+00,1.23448e-03,8.66651e-02
All,3.25715e+03,2.27961e+01,1.29945e+02,2.00445e+01,3.24324e+03,3.39396e+01,2.22327e+01,2.09400e+01,9.60691e+00,1.08230e+01,3.11313e+00,-1.39121e+01,1.50585e+00,9.84748e-04,7.07578e-02
All,3.48687e+03,2.31138e+01,1.29926e+02,2.49791e+01,3.48454e+03,3.54819e+01,2.29536e+01,2.24980e+01,9.94458e+00,1.08230e+01,3.14756e+00,-2.32436e+00,1.50443e+00,1.09847e-03,7.72590e-02
All,3.72083e+03,2.51076e+01,1.29983e+02,2.99802e+01,3.72843e+03,3.71488e+01,2.38853e+01,2.40727e+01,1.01417e+01,1.08230e+01,3.16945e+00,7.60415e+00,1.47029e+00,3.62892e-04,2.63807e-02
All,3.97346e+03,2.51521e+01,1.29965e+02,3.50361e+01,3.97347e+03,3.89251e+01,2.50326e+01,2.56548e+01,1.01643e+01,1.08230e+01,3.14904e+00,1.24868e-02,1.43287e+00,6.91799e-04,5.01256e-02
All,4.21979e+03,2.48527e+01,1.30066e+02,4.00581e+01,4.21941e+03,4.08007e+01,2.62918e+01,2.72426e+01,1.02246e+01,1.08230e+01,3.09721e+00,-3.82885e-01,1.46236e+00,6.58987e-02,4.94234e+00
All,4.46384e+03,2.79219e+01,1.29988e+02,4.49547e+01,4.45747e+03,4.28671e+01,2.76150e+01,2.87797e+01,1.09451e+01,1.08230e+01,3.12952e+00,-6.36847e+00,1.74059e+00,6.26724e-04,4.67908e-02
All,4.70487e+03,3.22037e+01,1.30102e+02,4.99577e+01,4.70720e+03,4.55879e+01,2.90205e+01,3.03921e+01,1.35067e+01,1.08230e+01,3.57940e+00,2.33082e+00,2.42190e+00,1.56073e-03,1.10301e-01
