Map,MeaPower,UncerMeaPower,CondTempInF,EvapTempInF,EstPower,UncerOverall,UncerInput,UncerOutput,UncerTrain,UncerDev,UncerCov,PowerDiff,Skewness,MinNormDistance,MinFDistance
testing,2.18532e+03,1.39295e+01,7.99949e+01,1.49876e+01,2.18577e+03,3.30333e+01,2.43522e+01,1.40753e+01,1.14615e+01,1.20656e+01,4.80727e+00,4.46843e-01,2.79214e+00,2.58043e-04,1.33789e-02
testing,2.80809e+03,1.85883e+01,8.00655e+01,5.50168e+01,2.81467e+03,5.71629e+01,4.43998e+01,1.81251e+01,2.76098e+01,1.20656e+01,7.73620e+00,6.58670e+00,5.99620e+00,9.93681e-04,6.75820e-02
testing,1.59805e+03,1.12338e+01,9.99568e+01,-2.00144e+01,1.56977e+03,1.50342e+02,1.57892e+01,1.01086e+01,1.39211e+02,1.20656e+01,5.22123e+01,-2.82821e+01,4.52201e-01,5.00288e-01,2.50144e+01
testing,3.06423e+03,1.94811e+01,1.09950e+02,2.00191e+01,3.05718e+03,3.08735e+01,1.80631e+01,1.96868e+01,8.92111e+00,1.20656e+01,3.76364e+00,-7.04595e+00,1.23185e+00,1.00384e-01,5.01932e+00
testing,3.24062e+03,2.16641e+01,1.09998e+02,2.49844e+01,3.24251e+03,3.21668e+01,1.93519e+01,2.08802e+01,8.19108e+00,1.20656e+01,3.39898e+00,1.88833e+00,1.07191e+00,1.00312e-01,5.01558e+00
testing,1.77607e+03,1.18629e+01,1.19897e+02,-1.00118e+01,1.77093e+03,7.32081e+01,2.01807e+01,1.14039e+01,6.38203e+01,1.20656e+01,2.45665e+01,-5.13925e+00,1.09322e+00,3.00239e-01,1.50121e+01
testing,3.15082e+03,2.01040e+01,1.19959e+02,2.00029e+01,3.15922e+03,3.25750e+01,1.98083e+01,2.03439e+01,9.72907e+00,1.20656e+01,3.82777e+00,8.40419e+00,1.46609e+00,1.00060e-01,5.00308e+00
testing,3.37794e+03,2.11457e+01,1.20013e+02,2.50200e+01,3.37770e+03,3.38101e+01,2.07281e+01,2.17507e+01,9.09343e+00,1.20656e+01,3.47879e+00,-2.43639e-01,1.35861e+00,1.42666e-01,9.98005e+00
testing,3.58764e+03,2.32055e+01,1.19994e+02,3.00028e+01,3.59291e+03,3.52754e+01,2.17770e+01,2.31366e+01,8.90198e+00,1.20656e+01,3.16008e+00,5.26942e+00,1.13810e+00,9.99434e-02,4.99717e+00
testing,4.70233e+03,3.21191e+01,1.20020e+02,5.50232e+01,4.69999e+03,4.75828e+01,2.95223e+01,3.02657e+01,1.74960e+01,1.20656e+01,4.98589e+00,-2.33833e+00,2.47238e+00,5.42441e-04,3.04212e-02
testing,2.91814e+03,1.87776e+01,1.49997e+02,1.00218e+01,2.91687e+03,4.08061e+01,2.74962e+01,1.87833e+01,1.90959e+01,1.20656e+01,6.78604e+00,-1.27018e+00,3.37941e+00,4.38490e-04,2.20287e-02
testing,4.06691e+03,2.46765e+01,1.50045e+02,2.99948e+01,4.07371e+03,4.48253e+01,3.06260e+01,2.62328e+01,1.47565e+01,1.20656e+01,4.45702e+00,6.80047e+00,2.05046e+00,6.46593e-04,4.49788e-02
testing,5.47873e+03,3.45050e+01,1.49983e+02,5.49930e+01,5.48057e+03,6.04846e+01,3.61715e+01,3.52922e+01,3.00008e+01,1.20656e+01,7.67074e+00,1.83957e+00,4.32724e+00,2.78666e-04,1.82786e-02
All,1.67227e+03,1.01377e+01,7.99770e+01,-2.00082e+01,1.63961e+03,1.61020e+02,1.07276e+01,1.05583e+01,1.49556e+02,1.20656e+01,5.64659e+01,-3.26615e+01,1.27426e+00,5.00164e-01,2.50082e+01
All,1.75620e+03,1.05065e+01,7.99900e+01,-1.49650e+01,1.73453e+03,1.14707e+02,9.90273e+00,1.11695e+01,1.05565e+02,1.20656e+01,4.05635e+01,-2.16696e+01,1.51332e+00,3.99300e-01,1.99650e+01
All,1.84502e+03,1.19945e+01,7.99431e+01,-1.00131e+01,1.81960e+03,7.97905e+01,1.19647e+01,1.17173e+01,7.17122e+01,1.20656e+01,2.82463e+01,-2.54224e+01,1.81557e+00,3.00264e-01,1.50132e+01
All,1.91735e+03,1.20870e+01,8.00416e+01,-5.01246e+00,1.90232e+03,5.42639e+01,1.42192e+01,1.22500e+01,4.57832e+01,1.20656e+01,1.87252e+01,-1.50301e+01,2.27516e+00,2.00250e-01,1.00125e+01
All,1.98794e+03,1.30527e+01,8.00000e+01,1.13221e-02,1.97747e+03,3.85938e+01,1.67716e+01,1.27339e+01,2.75333e+01,1.20656e+01,1.19323e+01,-1.04784e+01,2.84351e+00,9.97736e-02,4.98868e+00
All,2.05167e+03,1.32039e+01,8.00322e+01,5.01773e+00,2.05052e+03,3.19141e+01,1.92531e+01,1.32044e+01,1.64290e+01,1.20656e+01,7.61442e+00,-1.15234e+00,3.58140e+00,5.80908e-04,3.67656e-02
All,2.11905e+03,1.40284e+01,7.99816e+01,9.95516e+00,2.11715e+03,3.13427e+01,2.18180e+01,1.36334e+01,1.20169e+01,1.20656e+01,5.52137e+00,-1.90145e+00,3.47614e+00,9.34666e-04,4.84811e-02
All,2.18532e+03,1.39295e+01,7.99949e+01,1.49876e+01,2.18577e+03,3.30333e+01,2.43522e+01,1.40753e+01,1.14615e+01,1.20656e+01,4.80727e+00,4.46843e-01,2.79214e+00,2.58043e-04,1.33789e-02
All,2.24911e+03,1.40956e+01,7.99665e+01,2.00157e+01,2.25209e+03,3.53048e+01,2.70003e+01,1.45023e+01,1.18363e+01,1.20656e+01,4.62794e+00,2.97879e+00,2.84267e+00,5.72268e-04,3.69832e-02
All,2.32026e+03,1.46873e+01,7.99719e+01,2.49769e+01,2.31972e+03,3.75184e+01,2.94980e+01,1.49379e+01,1.21765e+01,1.20656e+01,4.52891e+00,-5.37971e-01,2.91204e+00,6.12218e-04,3.63903e-02
All,2.39718e+03,1.61560e+01,8.00446e+01,2.99710e+01,2.39348e+03,3.98113e+01,3.19571e+01,1.54129e+01,1.26683e+01,1.20656e+01,4.47911e+00,-3.69351e+00,3.05001e+00,8.61335e-04,5.31874e-02
All,2.46689e+03,1.62981e+01,7.99881e+01,3.50599e+01,2.46454e+03,4.23660e+01,3.45257e+01,1.58705e+01,1.35857e+01,1.20656e+01,4.56443e+00,-2.34275e+00,3.33470e+00,1.20919e-03,6.10262e-02
All,2.53678e+03,1.70896e+01,7.99833e+01,3.99983e+01,2.54038e+03,4.49873e+01,3.70883e+01,1.63588e+01,1.46032e+01,1.20656e+01,4.67600e+00,3.60534e+00,3.47138e+00,2.40775e-04,1.67678e-02
All,2.62476e+03,1.67959e+01,7.99799e+01,4.50057e+01,2.62263e+03,4.77036e+01,3.95328e+01,1.68885e+01,1.60761e+01,1.20656e+01,4.85227e+00,-2.12927e+00,4.02296e+00,3.09336e-04,2.09222e-02
All,2.71709e+03,1.76002e+01,8.00156e+01,5.00251e+01,2.71442e+03,5.12522e+01,4.19876e+01,1.74795e+01,1.95440e+01,1.20656e+01,5.54557e+00,-2.67847e+00,5.25153e+00,5.49936e-04,2.95940e-02
All,2.80809e+03,1.85883e+01,8.00655e+01,5.50168e+01,2.81467e+03,5.71629e+01,4.43998e+01,1.81251e+01,2.76098e+01,1.20656e+01,7.73620e+00,6.58670e+00,5.99620e+00,9.93681e-04,6.75820e-02
All,1.68604e+03,1.06870e+01,8.99783e+01,-1.99893e+01,1.65584e+03,1.53289e+02,1.08679e+01,1.06628e+01,1.42319e+02,1.20656e+01,5.35303e+01,-3.01977e+01,7.46020e-01,4.99787e-01,2.49894e+01
All,1.81774e+03,1.22353e+01,9.00364e+01,-1.50264e+01,1.79800e+03,1.08224e+02,1.02556e+01,1.15783e+01,9.94187e+01,1.20656e+01,3.79925e+01,-1.97329e+01,8.41484e-01,4.00529e-01,2.00264e+01
All,1.95091e+03,1.24410e+01,8.99701e+01,-9.99107e+00,1.93410e+03,7.30480e+01,1.03764e+01,1.24546e+01,6.53722e+01,1.20656e+01,2.55757e+01,-1.68146e+01,1.02328e+00,2.99822e-01,1.49911e+01
All,2.07282e+03,1.37512e+01,9.00212e+01,-5.01331e+00,2.06235e+03,4.80935e+01,1.12541e+01,1.32805e+01,4.00072e+01,1.20656e+01,1.62419e+01,-1.04714e+01,1.32931e+00,2.00266e-01,1.00133e+01
All,2.19260e+03,1.42041e+01,8.99819e+01,1.23429e-02,2.18528e+03,3.28449e+01,1.26946e+01,1.40721e+01,2.19798e+01,1.20656e+01,9.53494e+00,-7.32248e+00,1.84838e+00,9.97535e-02,4.98769e+00
All,2.30590e+03,1.47263e+01,9.00286e+01,4.96016e+00,2.30306e+03,2.70081e+01,1.44004e+01,1.48306e+01,1.12761e+01,1.20656e+01,5.42104e+00,-2.84063e+00,2.62420e+00,8.95489e-04,4.90445e-02
All,2.40767e+03,1.60128e+01,8.99260e+01,1.00038e+01,2.41663e+03,2.71055e+01,1.64516e+01,1.55619e+01,7.90567e+00,1.20656e+01,3.71496e+00,8.95780e+00,1.73108e+00,1.05964e-03,7.40825e-02
All,2.53095e+03,1.53777e+01,9.00606e+01,1.50060e+01,2.53257e+03,2.90198e+01,1.85276e+01,1.63085e+01,8.63459e+00,1.20656e+01,3.57366e+00,1.61701e+00,1.12702e+00,8.73475e-04,6.08627e-02
All,2.65365e+03,1.74053e+01,9.00154e+01,1.99541e+01,2.64165e+03,3.10658e+01,2.07739e+01,1.70109e+01,9.23388e+00,1.20656e+01,3.64909e+00,-1.20073e+01,1.27753e+00,9.43241e-04,4.83842e-02
All,2.74899e+03,1.78688e+01,8.99501e+01,2.49807e+01,2.75138e+03,3.30671e+01,2.30835e+01,1.77176e+01,9.39176e+00,1.20656e+01,3.59024e+00,2.38980e+00,1.45836e+00,9.96169e-02,4.98097e+00
All,2.85321e+03,2.02852e+01,9.00259e+01,2.99658e+01,2.86642e+03,3.51502e+01,2.53224e+01,1.84583e+01,9.76943e+00,1.20656e+01,3.54726e+00,1.32105e+01,1.68536e+00,7.78287e-04,4.29433e-02
All,2.98252e+03,1.83497e+01,9.00033e+01,3.49570e+01,2.98018e+03,3.74507e+01,2.76515e+01,1.91909e+01,1.05317e+01,1.20656e+01,3.62785e+00,-2.34684e+00,1.68521e+00,8.60651e-04,4.30947e-02
All,3.09962e+03,2.03334e+01,8.99993e+01,4.00457e+01,3.10041e+03,3.98029e+01,3.00230e+01,1.99652e+01,1.11752e+01,1.20656e+01,3.71666e+00,7.92173e-01,1.73497e+00,9.90859e-02,4.95429e+00
All,3.22314e+03,2.08543e+01,9.00181e+01,4.49825e+01,3.22273e+03,4.20990e+01,3.24336e+01,2.07528e+01,1.14332e+01,1.20656e+01,3.66155e+00,-4.13402e-01,1.81305e+00,4.35255e-04,2.51899e-02
All,3.35774e+03,2.18467e+01,8.99863e+01,5.00246e+01,3.35074e+03,4.47868e+01,3.48175e+01,2.15772e+01,1.29570e+01,1.20656e+01,3.81577e+00,-6.99263e+00,2.99883e+00,5.28786e-04,2.81303e-02
All,3.48450e+03,2.20160e+01,9.00200e+01,5.50202e+01,3.48808e+03,4.94760e+01,3.72258e+01,2.24615e+01,1.95394e+01,1.20656e+01,5.49801e+00,3.57640e+00,4.28579e+00,4.94615e-04,2.84033e-02
All,1.59805e+03,1.12338e+01,9.99568e+01,-2.00144e+01,1.56977e+03,1.50342e+02,1.57892e+01,1.01086e+01,1.39211e+02,1.20656e+01,5.22123e+01,-2.82821e+01,4.52201e-01,5.00288e-01,2.50144e+01
All,1.78250e+03,1.12533e+01,9.99897e+01,-1.49669e+01,1.75953e+03,1.05007e+02,1.46646e+01,1.13305e+01,9.59324e+01,1.20656e+01,3.65299e+01,-2.29675e+01,4.78290e-01,3.99337e-01,1.99669e+01
All,1.94926e+03,1.20223e+01,1.00041e+02,-9.95062e+00,1.93954e+03,7.05131e+01,1.35358e+01,1.24897e+01,6.24249e+01,1.20656e+01,2.42988e+01,-9.72129e+00,5.75737e-01,2.99013e-01,1.49507e+01
All,2.11399e+03,1.33635e+01,1.00023e+02,-4.99842e+00,2.11018e+03,4.63911e+01,1.30380e+01,1.35885e+01,3.76966e+01,1.20656e+01,1.51949e+01,-3.81498e+00,8.60935e-01,1.99969e-01,9.99844e+00
All,2.28134e+03,1.45498e+01,1.00032e+02,-2.66174e-02,2.27512e+03,3.20823e+01,1.31886e+01,1.46507e+01,2.04481e+01,1.20656e+01,8.77455e+00,-6.21550e+00,1.27892e+00,1.00533e-01,5.02672e+00
All,2.43601e+03,1.45466e+01,9.99966e+01,4.96760e+00,2.43525e+03,2.68667e+01,1.38341e+01,1.56818e+01,1.06725e+01,1.20656e+01,5.00377e+00,-7.67740e-01,1.76146e+00,6.49715e-04,3.25723e-02
All,2.58838e+03,1.64213e+01,1.00061e+02,1.00259e+01,2.59417e+03,2.70737e+01,1.49128e+01,1.67052e+01,8.45773e+00,1.20656e+01,3.79737e+00,5.78588e+00,1.15000e+00,1.01283e-03,6.62032e-02
All,2.74217e+03,1.71363e+01,9.99976e+01,1.49989e+01,2.74584e+03,2.86773e+01,1.62800e+01,1.76819e+01,9.18451e+00,1.20656e+01,3.84282e+00,3.66925e+00,1.09702e+00,9.99777e-02,4.99888e+00
All,2.89249e+03,1.94292e+01,9.99665e+01,1.99079e+01,2.89392e+03,3.02354e+01,1.78790e+01,1.86355e+01,9.32090e+00,1.20656e+01,3.84455e+00,1.42954e+00,1.10474e+00,1.90213e-03,9.79499e-02
All,3.04971e+03,1.98474e+01,9.99733e+01,2.49628e+01,3.04635e+03,3.18172e+01,1.96941e+01,1.96170e+01,8.99257e+00,1.20656e+01,3.63383e+00,-3.35924e+00,1.20124e+00,8.36276e-04,4.57851e-02
All,3.19433e+03,1.99922e+01,9.99831e+01,2.99807e+01,3.19822e+03,3.36617e+01,2.16086e+01,2.05950e+01,9.18473e+00,1.20656e+01,3.47657e+00,3.89540e+00,1.45409e+00,4.55484e-04,2.56494e-02
All,3.36477e+03,2.17882e+01,1.00074e+02,3.49957e+01,3.35416e+03,3.58423e+01,2.36063e+01,2.15992e+01,1.01307e+01,1.20656e+01,3.56072e+00,-1.06070e+01,1.49693e+00,9.99188e-02,4.99621e+00
All,3.51272e+03,2.24717e+01,1.00002e+02,3.99780e+01,3.50683e+03,3.81180e+01,2.56997e+01,2.25823e+01,1.10844e+01,1.20656e+01,3.75609e+00,-5.89129e+00,1.38232e+00,4.39852e-04,2.20276e-02
All,3.66581e+03,2.41879e+01,1.00012e+02,4.49850e+01,3.66674e+03,4.03227e+01,2.78929e+01,2.36120e+01,1.14155e+01,1.20656e+01,3.80684e+00,9.25731e-01,1.37634e+00,3.47379e-04,1.93989e-02
All,3.83037e+03,2.55072e+01,1.00017e+02,4.99681e+01,3.83069e+03,4.26619e+01,3.00424e+01,2.46678e+01,1.21851e+01,1.20656e+01,3.86492e+00,3.18403e-01,1.92071e+00,9.93614e-02,4.96809e+00
All,4.00227e+03,2.55753e+01,9.99231e+01,5.50267e+01,3.99897e+03,4.67307e+01,3.23079e+01,2.57514e+01,1.74634e+01,1.20656e+01,5.12550e+00,-3.30489e+00,2.75701e+00,1.22060e-03,8.13526e-02
All,1.66064e+03,1.02044e+01,1.09997e+02,-1.49548e+01,1.65270e+03,1.04154e+02,1.39733e+01,1.06426e+01,9.53161e+01,1.20656e+01,3.61782e+01,-7.94834e+00,5.23719e-01,3.99097e-01,1.99548e+01
All,1.88376e+03,1.18251e+01,1.09981e+02,-9.96859e+00,1.87226e+03,7.07609e+01,1.72153e+01,1.20565e+01,6.19894e+01,1.20656e+01,2.40232e+01,-1.14932e+01,6.54084e-01,2.99372e-01,1.49686e+01
All,2.08845e+03,1.36190e+01,1.10004e+02,-5.00664e+00,2.08225e+03,4.69466e+01,1.64508e+01,1.34087e+01,3.72218e+01,1.20656e+01,1.49169e+01,-6.20165e+00,1.02410e+00,2.00133e-01,1.00066e+01
All,2.28710e+03,1.45871e+01,1.10012e+02,2.57681e-02,2.28822e+03,3.29890e+01,1.60300e+01,1.47350e+01,1.99123e+01,1.20656e+01,8.49198e+00,1.11852e+00,1.56578e+00,9.94848e-02,4.97425e+00
All,2.48999e+03,1.58780e+01,1.09984e+02,4.95637e+00,2.48409e+03,2.81581e+01,1.60055e+01,1.59964e+01,1.05452e+01,1.20656e+01,4.90298e+00,-5.89473e+00,2.05234e+00,9.02549e-04,4.65208e-02
All,2.67905e+03,1.81566e+01,1.09992e+02,1.00187e+01,2.68028e+03,2.82478e+01,1.63363e+01,1.72597e+01,8.54009e+00,1.20656e+01,3.82812e+00,1.22620e+00,1.48832e+00,3.90876e-04,2.02847e-02
All,2.87208e+03,1.77622e+01,1.10040e+02,1.50455e+01,2.87173e+03,2.96153e+01,1.70612e+01,1.84926e+01,9.13475e+00,1.20656e+01,3.87098e+00,-3.47409e-01,1.19013e+00,1.07879e-03,6.09300e-02
All,3.06423e+03,1.94811e+01,1.09950e+02,2.00191e+01,3.05718e+03,3.08735e+01,1.80631e+01,1.96868e+01,8.92111e+00,1.20656e+01,3.76364e+00,-7.04595e+00,1.23185e+00,1.00384e-01,5.01932e+00
All,3.24062e+03,2.16641e+01,1.09998e+02,2.49844e+01,3.24251e+03,3.21668e+01,1.93519e+01,2.08802e+01,8.19108e+00,1.20656e+01,3.39898e+00,1.88833e+00,1.07191e+00,1.00312e-01,5.01558e+00
All,3.43456e+03,2.11324e+01,1.09954e+02,2.99815e+01,3.42726e+03,3.37168e+01,2.06892e+01,2.20699e+01,8.15415e+00,1.20656e+01,3.10333e+00,-7.29831e+00,9.30618e-01,7.49632e-04,4.92371e-02
All,3.60999e+03,2.30194e+01,1.10022e+02,3.49715e+01,3.61479e+03,3.57909e+01,2.23318e+01,2.32775e+01,9.21341e+00,1.20656e+01,3.15784e+00,4.80107e+00,1.30363e+00,6.51296e-04,3.60619e-02
All,3.79346e+03,2.48112e+01,1.10028e+02,4.00246e+01,3.80554e+03,3.80497e+01,2.40841e+01,2.45059e+01,1.04784e+01,1.20656e+01,3.43860e+00,1.20875e+01,1.37291e+00,9.95088e-02,4.97548e+00
All,3.99044e+03,2.44363e+01,1.10022e+02,4.50022e+01,3.99625e+03,4.01753e+01,2.58746e+01,2.57339e+01,1.11215e+01,1.20656e+01,3.61371e+00,5.81883e+00,1.28397e+00,3.13570e-04,2.18396e-02
All,4.19344e+03,2.58597e+01,1.09979e+02,5.00185e+01,4.19154e+03,4.25708e+01,2.78983e+01,2.69915e+01,1.20675e+01,1.20656e+01,3.76996e+00,-1.90430e+00,1.71212e+00,4.79706e-04,2.82768e-02
All,4.39462e+03,2.70247e+01,1.09955e+02,5.49712e+01,4.39007e+03,4.63195e+01,2.97885e+01,2.82699e+01,1.69934e+01,1.20656e+01,4.95942e+00,-4.54317e+00,2.38408e+00,8.66805e-04,5.36923e-02
All,1.77607e+03,1.18629e+01,1.19897e+02,-1.00118e+01,1.77093e+03,7.32081e+01,2.01807e+01,1.14039e+01,6.38203e+01,1.20656e+01,2.45665e+01,-5.13925e+00,1.09322e+00,3.00239e-01,1.50121e+01
All,2.01563e+03,1.26683e+01,1.19977e+02,-5.01298e+00,2.01738e+03,4.90349e+01,1.94060e+01,1.29910e+01,3.84801e+01,1.20656e+01,1.52566e+01,1.75014e+00,1.52380e+00,2.00260e-01,1.00130e+01
All,2.26278e+03,1.47795e+01,1.20023e+02,-3.11332e-02,2.25581e+03,3.50908e+01,1.89037e+01,1.45263e+01,2.09934e+01,1.20656e+01,8.75789e+00,-6.96325e+00,2.25370e+00,1.00623e-01,5.03119e+00
All,2.48900e+03,1.56502e+01,1.19974e+02,4.99731e+00,2.49004e+03,3.00294e+01,1.86907e+01,1.60346e+01,1.11825e+01,1.20656e+01,4.96839e+00,1.03775e+00,2.50239e+00,3.70221e-04,2.57811e-02
All,2.71879e+03,1.83473e+01,1.20016e+02,1.00131e+01,2.71795e+03,3.00377e+01,1.87848e+01,1.75023e+01,9.09556e+00,1.20656e+01,3.84088e+00,-8.30652e-01,1.60722e+00,9.97386e-02,4.98694e+00
All,2.93355e+03,1.89428e+01,1.19989e+02,1.50083e+01,2.94035e+03,3.13238e+01,1.91430e+01,1.89344e+01,9.76930e+00,1.20656e+01,3.89850e+00,6.80034e+00,1.45399e+00,2.29867e-04,1.38840e-02
All,3.15082e+03,2.01040e+01,1.19959e+02,2.00029e+01,3.15922e+03,3.25750e+01,1.98083e+01,2.03439e+01,9.72907e+00,1.20656e+01,3.82777e+00,8.40419e+00,1.46609e+00,1.00060e-01,5.00308e+00
All,3.37794e+03,2.11457e+01,1.20013e+02,2.50200e+01,3.37770e+03,3.38101e+01,2.07281e+01,2.17507e+01,9.09343e+00,1.20656e+01,3.47879e+00,-2.43639e-01,1.35861e+00,1.42666e-01,9.98005e+00
All,3.58764e+03,2.32055e+01,1.19994e+02,3.00028e+01,3.59291e+03,3.52754e+01,2.17770e+01,2.31366e+01,8.90198e+00,1.20656e+01,3.16008e+00,5.26942e+00,1.13810e+00,9.99434e-02,4.99717e+00
All,3.80484e+03,2.50110e+01,1.19997e+02,3.50043e+01,3.80933e+03,3.71616e+01,2.30434e+01,2.45302e+01,9.62770e+00,1.20656e+01,3.15923e+00,4.49381e+00,1.19011e+00,9.51216e-05,5.12732e-03
All,4.02915e+03,2.40884e+01,1.19934e+02,4.00324e+01,4.02686e+03,3.92531e+01,2.44763e+01,2.59310e+01,1.05955e+01,1.20656e+01,3.38505e+00,-2.29158e+00,1.31537e+00,1.14119e-03,7.33243e-02
All,4.23291e+03,2.60298e+01,1.19910e+02,4.49976e+01,4.24457e+03,4.13145e+01,2.60343e+01,2.73330e+01,1.11310e+01,1.20656e+01,3.54090e+00,1.16625e+01,1.30440e+00,1.29182e-03,9.03956e-02
All,4.45708e+03,2.94108e+01,1.20042e+02,4.99645e+01,4.46967e+03,4.36458e+01,2.77223e+01,2.87825e+01,1.21901e+01,1.20656e+01,3.71673e+00,1.25928e+01,1.82594e+00,9.92923e-02,4.96470e+00
All,4.70233e+03,3.21191e+01,1.20020e+02,5.50232e+01,4.69999e+03,4.75828e+01,2.95223e+01,3.02657e+01,1.74960e+01,1.20656e+01,4.98589e+00,-2.33833e+00,2.47238e+00,5.42441e-04,3.04212e-02
All,1.96176e+03,1.21370e+01,1.30031e+02,-4.98411e+00,1.95483e+03,5.27881e+01,2.16234e+01,1.25882e+01,4.18247e+01,1.20656e+01,1.62991e+01,-6.93138e+00,2.07234e+00,1.99683e-01,9.98416e+00
All,2.23138e+03,1.41300e+01,1.30020e+02,2.80064e-02,2.22590e+03,3.79319e+01,2.11665e+01,1.43337e+01,2.34532e+01,1.20656e+01,9.47221e+00,-5.48631e+00,2.61160e+00,9.94403e-02,4.97203e+00
All,2.48438e+03,1.69785e+01,1.30025e+02,5.00768e+00,2.48773e+03,3.22174e+01,2.10635e+01,1.60197e+01,1.27836e+01,1.20656e+01,5.35288e+00,3.34185e+00,3.01795e+00,3.82852e-04,2.57208e-02
All,2.75020e+03,1.76923e+01,1.30011e+02,9.97647e+00,2.74269e+03,3.18886e+01,2.12226e+01,1.76616e+01,9.69937e+00,1.20656e+01,3.85975e+00,-7.51311e+00,1.68123e+00,4.94665e-04,2.58350e-02
All,2.99629e+03,1.90051e+01,1.29915e+02,1.50184e+01,2.99560e+03,3.32650e+01,2.16170e+01,1.92902e+01,1.03262e+01,1.20656e+01,3.86599e+00,-6.91583e-01,1.52181e+00,9.96400e-02,4.98235e+00
All,3.25715e+03,2.27961e+01,1.29945e+02,2.00445e+01,3.24421e+03,3.47248e+01,2.22045e+01,2.08911e+01,1.07372e+01,1.20656e+01,3.93293e+00,-1.29416e+01,1.67339e+00,1.18717e-03,7.07578e-02
All,3.48687e+03,2.31138e+01,1.29926e+02,2.49791e+01,3.48505e+03,3.60480e+01,2.29086e+01,2.24420e+01,1.05487e+01,1.20656e+01,3.76224e+00,-1.81761e+00,1.57391e+00,1.14191e-03,7.72590e-02
All,3.72083e+03,2.51076e+01,1.29983e+02,2.99802e+01,3.72834e+03,3.75749e+01,2.38325e+01,2.40087e+01,1.04501e+01,1.20656e+01,3.56135e+00,7.50999e+00,1.41613e+00,4.68006e-04,2.63807e-02
All,3.97346e+03,2.51521e+01,1.29965e+02,3.50361e+01,3.97275e+03,3.94101e+01,2.49821e+01,2.55826e+01,1.07932e+01,1.20656e+01,3.53729e+00,-7.14691e-01,1.41727e+00,8.76007e-04,5.01256e-02
All,4.21979e+03,2.48527e+01,1.30066e+02,4.00581e+01,4.21814e+03,4.13741e+01,2.62543e+01,2.71628e+01,1.12211e+01,1.20656e+01,3.63618e+00,-1.65416e+00,1.41974e+00,9.88423e-02,4.94234e+00
All,4.46384e+03,2.79219e+01,1.29988e+02,4.49547e+01,4.45585e+03,4.32920e+01,2.76005e+01,2.86935e+01,1.14067e+01,1.20656e+01,3.66032e+00,-7.98621e+00,1.51349e+00,9.21541e-04,4.67908e-02
All,4.70487e+03,3.22037e+01,1.30102e+02,4.99577e+01,4.70553e+03,4.56239e+01,2.90410e+01,3.03013e+01,1.26496e+01,1.20656e+01,3.79476e+00,6.56913e-01,2.10720e+00,1.68320e-03,1.10301e-01
