Map,MeaPower,UncerMeaPower,CondTempInF,EvapTempInF,EstPower,UncerOverall,UncerInput,UncerOutput,UncerTrain,UncerDev,UncerCov,PowerDiff,Skewness,MinNormDistance,MinFDistance
All,4.21979e+03,2.48527e+01,1.30066e+02,4.00581e+01,4.21850e+03,4.10905e+01,2.61070e+01,2.71346e+01,1.14436e+01,1.12643e+01,3.56705e+00,-1.29430e+00,2.30207e+00,1.52864e-03,8.81501e-02
All,4.46384e+03,2.79219e+01,1.29988e+02,4.49547e+01,4.45378e+03,4.47889e+01,2.73379e+01,2.86480e+01,1.68940e+01,1.12643e+01,5.06792e+00,-1.00541e+01,3.29207e+00,8.46697e-04,4.67999e-02
All,4.70487e+03,3.22037e+01,1.30102e+02,4.99577e+01,4.69963e+03,5.19122e+01,2.84757e+01,3.02294e+01,2.77542e+01,1.12643e+01,8.54488e+00,-5.24352e+00,3.35889e+00,9.01560e-02,4.95875e+00
All,4.95987e+03,3.05445e+01,1.30067e+02,5.50228e+01,4.94771e+03,6.47610e+01,3.00468e+01,3.18251e+01,4.42005e+01,1.12643e+01,1.40630e+01,-1.21649e+01,3.05858e+00,1.82236e-01,1.00230e+01
All,2.21531e+03,1.42598e+01,1.39985e+02,3.40314e-03,2.22272e+03,4.22888e+01,3.29367e+01,1.42972e+01,1.81573e+01,1.12643e+01,6.52203e+00,7.41249e+00,5.51177e+00,2.57809e-04,1.53972e-02
All,2.50934e+03,1.64776e+01,1.40082e+02,5.02756e+00,2.51445e+03,3.43352e+01,2.35921e+01,1.61737e+01,1.44068e+01,1.12643e+01,5.12778e+00,5.11533e+00,4.86076e+00,1.45576e-03,8.65149e-02
All,2.80071e+03,1.82013e+01,1.39965e+02,9.96799e+00,2.79353e+03,3.45373e+01,2.39080e+01,1.79688e+01,1.23394e+01,1.12643e+01,4.38296e+00,-7.18827e+00,3.56016e+00,8.23356e-04,4.73887e-02
All,3.07392e+03,1.98220e+01,1.40047e+02,1.50284e+01,3.07497e+03,3.56264e+01,2.43991e+01,1.97791e+01,1.17759e+01,1.12643e+01,4.14155e+00,1.04826e+00,2.59711e+00,9.38409e-04,5.49232e-02
All,3.34365e+03,2.20115e+01,1.39897e+02,2.00095e+01,3.34463e+03,3.69989e+01,2.49861e+01,2.15136e+01,1.17621e+01,1.12643e+01,4.06773e+00,9.79056e-01,2.30173e+00,1.73026e-03,1.03734e-01
All,3.61271e+03,2.30166e+01,1.40002e+02,2.49652e+01,3.61201e+03,3.88070e+01,2.58754e+01,2.32335e+01,1.23440e+01,1.12643e+01,4.17093e+00,-7.04411e-01,2.39968e+00,6.33017e-04,3.48242e-02
All,3.87485e+03,2.70722e+01,1.40046e+02,2.99992e+01,3.87992e+03,3.45038e+01,1.58239e+01,2.49568e+01,1.31172e+01,1.12643e+01,4.28117e+00,5.07066e+00,2.51771e+00,7.71233e-04,4.62726e-02
All,4.14346e+03,2.64463e+01,1.40050e+02,3.50215e+01,4.14444e+03,4.28172e+01,2.76460e+01,2.66583e+01,1.45362e+01,1.12643e+01,4.49012e+00,9.75355e-01,3.07127e+00,9.15037e-04,5.40970e-02
All,4.40222e+03,2.65499e+01,1.39945e+02,4.00083e+01,4.40364e+03,4.57275e+01,2.86300e+01,2.83255e+01,1.77507e+01,1.12643e+01,5.19879e+00,1.41474e+00,4.03381e+00,9.28185e-04,5.55730e-02
All,4.66926e+03,2.95774e+01,1.39930e+02,4.50111e+01,4.66492e+03,5.06558e+01,2.96819e+01,3.00061e+01,2.46191e+01,1.12643e+01,7.18610e+00,-4.33938e+00,4.56258e+00,1.17935e-03,7.05953e-02
All,4.94308e+03,3.24220e+01,1.40069e+02,4.99648e+01,4.92779e+03,5.92729e+01,3.09074e+01,3.16970e+01,3.61605e+01,1.12643e+01,1.09015e+01,-1.52843e+01,4.48654e+00,9.02761e-02,4.96526e+00
All,5.19754e+03,3.56190e+01,1.40042e+02,5.50569e+01,5.19563e+03,7.32837e+01,3.20979e+01,3.34198e+01,5.31135e+01,1.12643e+01,1.65953e+01,-1.91159e+00,4.16260e+00,1.82854e-01,1.00570e+01
All,2.91814e+03,1.87776e+01,1.49997e+02,1.00218e+01,2.91208e+03,4.97182e+01,2.75369e+01,1.87314e+01,3.31846e+01,1.12643e+01,1.16038e+01,-6.06165e+00,3.15363e+00,1.66616e-01,9.99696e+00
All,3.21055e+03,2.07959e+01,1.49956e+02,1.49243e+01,3.20413e+03,4.93660e+01,2.81430e+01,2.06099e+01,3.12139e+01,1.12643e+01,1.09094e+01,-6.41960e+00,2.41403e+00,1.65939e-01,9.95626e+00
All,3.49562e+03,2.25479e+01,1.50021e+02,1.99697e+01,3.50082e+03,5.02995e+01,2.89532e+01,2.25183e+01,3.07173e+01,1.12643e+01,1.06881e+01,5.20011e+00,1.95865e+00,1.67019e-01,1.00211e+01
All,3.79227e+03,2.47504e+01,1.49923e+02,2.49916e+01,3.78792e+03,5.16062e+01,2.97647e+01,2.43650e+01,3.07363e+01,1.12643e+01,1.05830e+01,-4.34619e+00,1.88450e+00,1.65386e-01,9.92315e+00
All,4.06691e+03,2.46765e+01,1.50045e+02,2.99948e+01,4.07469e+03,5.39107e+01,3.05429e+01,2.62096e+01,3.22544e+01,1.12643e+01,1.09232e+01,7.77553e+00,2.14126e+00,1.67411e-01,1.00447e+01
All,4.34865e+03,2.84780e+01,1.49981e+02,3.50103e+01,4.35487e+03,5.66907e+01,3.14838e+01,2.80118e+01,3.43798e+01,1.12643e+01,1.13618e+01,6.22756e+00,2.72353e+00,1.66342e-01,9.98054e+00
All,4.62651e+03,2.88657e+01,1.50015e+02,3.99941e+01,4.63350e+03,6.08423e+01,3.23501e+01,2.98040e+01,3.85530e+01,1.12643e+01,1.24000e+01,6.99324e+00,3.51067e+00,1.66919e-01,1.00151e+01
All,4.92790e+03,3.13201e+01,1.50022e+02,4.49615e+01,4.90931e+03,6.71469e+01,3.33768e+01,3.15782e+01,4.54503e+01,1.12643e+01,1.43146e+01,-1.85885e+01,4.14084e+00,1.67039e-01,1.00223e+01
All,5.20628e+03,3.36486e+01,1.50004e+02,5.00376e+01,5.19007e+03,7.70150e+01,3.43399e+01,3.33841e+01,5.65461e+01,1.12643e+01,1.76987e+01,-1.62059e+01,4.43105e+00,1.90230e-01,1.12005e+01
All,5.47873e+03,3.45050e+01,1.49983e+02,5.49930e+01,5.46460e+03,9.15429e+01,3.53768e+01,3.51499e+01,7.24154e+01,1.12643e+01,2.28514e+01,-1.41350e+01,4.43196e+00,2.46365e-01,1.41252e+01
